log_id,date_identified,data_type,stream,site,run_year,issue_type,field,description,n_records,severity,status,reviewer_notes,date_resolved,fix_script
rst__battle_creek__lbc__2016__low_sampling_effort__weeks_sampled,2026-06-17,rst,battle creek,lbc,2016,low_sampling_effort,weeks_sampled,Only 1 week(s) sampled in BTSPAS window for run year 2016 at lbc (battle creek). Already excluded from modeling: TRUE,1,moderate,open,,,
rst__feather_river__herringer_riffle__2010__low_sampling_effort__weeks_sampled,2026-06-17,rst,feather river,herringer riffle,2010,low_sampling_effort,weeks_sampled,Only 2 week(s) sampled in BTSPAS window for run year 2010 at herringer riffle (feather river). Already excluded from modeling: TRUE,2,moderate,open,,,
rst__feather_river__herringer_riffle__2011__low_sampling_effort__weeks_sampled,2026-06-17,rst,feather river,herringer riffle,2011,low_sampling_effort,weeks_sampled,Only 1 week(s) sampled in BTSPAS window for run year 2011 at herringer riffle (feather river). Already excluded from modeling: TRUE,1,moderate,open,,,
rst__feather_river__steep_riffle__2013__low_sampling_effort__weeks_sampled,2026-06-17,rst,feather river,steep riffle,2013,low_sampling_effort,weeks_sampled,Only 2 week(s) sampled in BTSPAS window for run year 2013 at steep riffle (feather river). Already excluded from modeling: TRUE,2,moderate,open,,,
rst__mill_creek__mill_creek__2021__low_sampling_effort__weeks_sampled,2026-06-17,rst,mill creek,mill creek,2021,low_sampling_effort,weeks_sampled,Only 1 week(s) sampled in BTSPAS window for run year 2021 at mill creek (mill creek). Already excluded from modeling: TRUE,1,moderate,open,,,
flow__battle_creek__battle_creek__1991__extended_gap__week,2026-06-17,flow,battle creek,battle creek,1991,extended_gap,week,9 consecutive RST window weeks missing flow data in run year 1991 for battle creek (9 total missing weeks),9,critical,open,,,
flow__battle_creek__battle_creek__1997__extended_gap__week,2026-06-17,flow,battle creek,battle creek,1997,extended_gap,week,9 consecutive RST window weeks missing flow data in run year 1997 for battle creek (12 total missing weeks),9,critical,open,,,
flow__battle_creek__battle_creek__2026__extended_gap__week,2026-06-17,flow,battle creek,battle creek,2026,extended_gap,week,4 consecutive RST window weeks missing flow data in run year 2026 for battle creek (4 total missing weeks),4,critical,open,,,
flow__butte_creek__butte_creek__1991__extended_gap__week,2026-06-17,flow,butte creek,butte creek,1991,extended_gap,week,9 consecutive RST window weeks missing flow data in run year 1991 for butte creek (9 total missing weeks),9,critical,open,,,
flow__butte_creek__butte_creek__2026__extended_gap__week,2026-06-17,flow,butte creek,butte creek,2026,extended_gap,week,4 consecutive RST window weeks missing flow data in run year 2026 for butte creek (4 total missing weeks),4,critical,open,,,
flow__clear_creek__clear_creek__1991__extended_gap__week,2026-06-17,flow,clear creek,clear creek,1991,extended_gap,week,9 consecutive RST window weeks missing flow data in run year 1991 for clear creek (9 total missing weeks),9,critical,open,,,
flow__clear_creek__clear_creek__2026__extended_gap__week,2026-06-17,flow,clear creek,clear creek,2026,extended_gap,week,4 consecutive RST window weeks missing flow data in run year 2026 for clear creek (4 total missing weeks),4,critical,open,,,
flow__deer_creek__deer_creek__1991__extended_gap__week,2026-06-17,flow,deer creek,deer creek,1991,extended_gap,week,9 consecutive RST window weeks missing flow data in run year 1991 for deer creek (9 total missing weeks),9,critical,open,,,
flow__deer_creek__deer_creek__2026__extended_gap__week,2026-06-17,flow,deer creek,deer creek,2026,extended_gap,week,4 consecutive RST window weeks missing flow data in run year 2026 for deer creek (4 total missing weeks),4,critical,open,,,
flow__feather_river__lower_feather_river__2010__extended_gap__week,2026-06-17,flow,feather river,lower feather river,2010,extended_gap,week,9 consecutive RST window weeks missing flow data in run year 2010 for feather river (9 total missing weeks),9,critical,open,,,
flow__feather_river__lower_feather_river__2026__extended_gap__week,2026-06-17,flow,feather river,lower feather river,2026,extended_gap,week,3 consecutive RST window weeks missing flow data in run year 2026 for feather river (3 total missing weeks),3,critical,open,,,
flow__feather_river__upper_feather_hfc__1991__extended_gap__week,2026-06-17,flow,feather river,upper feather hfc,1991,extended_gap,week,9 consecutive RST window weeks missing flow data in run year 1991 for feather river (9 total missing weeks),9,critical,open,,,
flow__feather_river__upper_feather_hfc__2026__extended_gap__week,2026-06-17,flow,feather river,upper feather hfc,2026,extended_gap,week,3 consecutive RST window weeks missing flow data in run year 2026 for feather river (3 total missing weeks),3,critical,open,,,
flow__feather_river__upper_feather_lfc__1991__extended_gap__week,2026-06-17,flow,feather river,upper feather lfc,1991,extended_gap,week,9 consecutive RST window weeks missing flow data in run year 1991 for feather river (9 total missing weeks),9,critical,open,,,
flow__feather_river__upper_feather_lfc__2026__extended_gap__week,2026-06-17,flow,feather river,upper feather lfc,2026,extended_gap,week,3 consecutive RST window weeks missing flow data in run year 2026 for feather river (3 total missing weeks),3,critical,open,,,
flow__mill_creek__mill_creek__1991__extended_gap__week,2026-06-17,flow,mill creek,mill creek,1991,extended_gap,week,9 consecutive RST window weeks missing flow data in run year 1991 for mill creek (9 total missing weeks),9,critical,open,,,
flow__mill_creek__mill_creek__2026__extended_gap__week,2026-06-17,flow,mill creek,mill creek,2026,extended_gap,week,4 consecutive RST window weeks missing flow data in run year 2026 for mill creek (4 total missing weeks),4,critical,open,,,
flow__sacramento_river__knights_landing__1991__extended_gap__week,2026-06-17,flow,sacramento river,knights landing,1991,extended_gap,week,9 consecutive RST window weeks missing flow data in run year 1991 for sacramento river (9 total missing weeks),9,critical,open,,,
flow__sacramento_river__knights_landing__2026__extended_gap__week,2026-06-17,flow,sacramento river,knights landing,2026,extended_gap,week,4 consecutive RST window weeks missing flow data in run year 2026 for sacramento river (4 total missing weeks),4,critical,open,,,
flow__sacramento_river__red_bluff_diversion_dam__1991__extended_gap__week,2026-06-17,flow,sacramento river,red bluff diversion dam,1991,extended_gap,week,9 consecutive RST window weeks missing flow data in run year 1991 for sacramento river (9 total missing weeks),9,critical,open,,,
flow__sacramento_river__red_bluff_diversion_dam__2026__extended_gap__week,2026-06-17,flow,sacramento river,red bluff diversion dam,2026,extended_gap,week,4 consecutive RST window weeks missing flow data in run year 2026 for sacramento river (4 total missing weeks),4,critical,open,,,
flow__sacramento_river__tisdale__1991__extended_gap__week,2026-06-17,flow,sacramento river,tisdale,1991,extended_gap,week,9 consecutive RST window weeks missing flow data in run year 1991 for sacramento river (9 total missing weeks),9,critical,open,,,
flow__sacramento_river__tisdale__2026__extended_gap__week,2026-06-17,flow,sacramento river,tisdale,2026,extended_gap,week,4 consecutive RST window weeks missing flow data in run year 2026 for sacramento river (4 total missing weeks),4,critical,open,,,
flow__yuba_river__yuba_river__1991__extended_gap__week,2026-06-17,flow,yuba river,yuba river,1991,extended_gap,week,9 consecutive RST window weeks missing flow data in run year 1991 for yuba river (9 total missing weeks),9,critical,open,,,
flow__yuba_river__yuba_river__2026__extended_gap__week,2026-06-17,flow,yuba river,yuba river,2026,extended_gap,week,4 consecutive RST window weeks missing flow data in run year 2026 for yuba river (4 total missing weeks),4,critical,open,,,
flow__feather_river__upper_feather_hfc__2003__implausible_value__value,2026-06-17,flow,feather river,upper feather hfc,2003,implausible_value,value,"5 weekly temperature record(s) outside [-5, 35]°C in run year 2003 for feather river. Range: [57, 149.8]°C",5,critical,open,,,
flow__feather_river__upper_feather_hfc__2004__implausible_value__value,2026-06-17,flow,feather river,upper feather hfc,2004,implausible_value,value,"21 weekly temperature record(s) outside [-5, 35]°C in run year 2004 for feather river. Range: [56.5, 2627]°C",21,critical,open,,,
flow__feather_river__upper_feather_hfc__2005__implausible_value__value,2026-06-17,flow,feather river,upper feather hfc,2005,implausible_value,value,"22 weekly temperature record(s) outside [-5, 35]°C in run year 2005 for feather river. Range: [52.4, 332.9]°C",22,critical,open,,,
flow__feather_river__upper_feather_hfc__2006__implausible_value__value,2026-06-17,flow,feather river,upper feather hfc,2006,implausible_value,value,"13 weekly temperature record(s) outside [-5, 35]°C in run year 2006 for feather river. Range: [55, 1233.9]°C",13,critical,open,,,
efficiency__clear_creek__lcc__2004__low_release_count__number_released,2026-06-17,efficiency,clear creek,lcc,2004,low_release_count,number_released,1 trial(s) with <50 fish released in run year 2004 at lcc (clear creek). Minimum release count: 14,1,minor,open,,,
efficiency__clear_creek__ucc__2004__low_release_count__number_released,2026-06-17,efficiency,clear creek,ucc,2004,low_release_count,number_released,1 trial(s) with <50 fish released in run year 2004 at ucc (clear creek). Minimum release count: 20,1,minor,open,,,
efficiency__feather_river__gateway_riffle__2013__low_release_count__number_released,2026-06-17,efficiency,feather river,gateway riffle,2013,low_release_count,number_released,2 trial(s) with <50 fish released in run year 2013 at gateway riffle (feather river). Minimum release count: 42,2,minor,open,,,
efficiency__feather_river__herringer_riffle__2018__low_release_count__number_released,2026-06-17,efficiency,feather river,herringer riffle,2018,low_release_count,number_released,1 trial(s) with <50 fish released in run year 2018 at herringer riffle (feather river). Minimum release count: 28,1,minor,open,,,
efficiency__feather_river__herringer_riffle__2020__low_release_count__number_released,2026-06-17,efficiency,feather river,herringer riffle,2020,low_release_count,number_released,1 trial(s) with <50 fish released in run year 2020 at herringer riffle (feather river). Minimum release count: 40,1,minor,open,,,
efficiency__sacramento_river__knights_landing__1998__low_release_count__number_released,2026-06-17,efficiency,sacramento river,knights landing,1998,low_release_count,number_released,1 trial(s) with <50 fish released in run year 1998 at knights landing (sacramento river). Minimum release count: 49,1,minor,open,,,
efficiency__battle_creek__ubc__2021__zero_recaptures__number_recaptured,2026-06-17,efficiency,battle creek,ubc,2021,zero_recaptures,number_recaptured,1 trial(s) with 0 recaptures in run year 2021 at ubc (battle creek),1,minor,open,,,
efficiency__battle_creek__ubc__2025__zero_recaptures__number_recaptured,2026-06-17,efficiency,battle creek,ubc,2025,zero_recaptures,number_recaptured,1 trial(s) with 0 recaptures in run year 2025 at ubc (battle creek),1,minor,open,,,
efficiency__butte_creek__okie_dam__2021__zero_recaptures__number_recaptured,2026-06-17,efficiency,butte creek,okie dam,2021,zero_recaptures,number_recaptured,1 trial(s) with 0 recaptures in run year 2021 at okie dam (butte creek),1,minor,open,,,
efficiency__clear_creek__lcc__2022__zero_recaptures__number_recaptured,2026-06-17,efficiency,clear creek,lcc,2022,zero_recaptures,number_recaptured,2 trial(s) with 0 recaptures in run year 2022 at lcc (clear creek),2,minor,open,,,
efficiency__clear_creek__lcc__2025__zero_recaptures__number_recaptured,2026-06-17,efficiency,clear creek,lcc,2025,zero_recaptures,number_recaptured,3 trial(s) with 0 recaptures in run year 2025 at lcc (clear creek),3,minor,open,,,
efficiency__clear_creek__ucc__2025__zero_recaptures__number_recaptured,2026-06-17,efficiency,clear creek,ucc,2025,zero_recaptures,number_recaptured,2 trial(s) with 0 recaptures in run year 2025 at ucc (clear creek),2,minor,open,,,
efficiency__deer_creek__deer_creek__2023__zero_recaptures__number_recaptured,2026-06-17,efficiency,deer creek,deer creek,2023,zero_recaptures,number_recaptured,1 trial(s) with 0 recaptures in run year 2023 at deer creek (deer creek),1,minor,open,,,
efficiency__deer_creek__deer_creek__2025__zero_recaptures__number_recaptured,2026-06-17,efficiency,deer creek,deer creek,2025,zero_recaptures,number_recaptured,2 trial(s) with 0 recaptures in run year 2025 at deer creek (deer creek),2,minor,open,,,
efficiency__feather_river__eye_riffle__2005__zero_recaptures__number_recaptured,2026-06-17,efficiency,feather river,eye riffle,2005,zero_recaptures,number_recaptured,1 trial(s) with 0 recaptures in run year 2005 at eye riffle (feather river),1,minor,open,,,
efficiency__feather_river__eye_riffle__2006__zero_recaptures__number_recaptured,2026-06-17,efficiency,feather river,eye riffle,2006,zero_recaptures,number_recaptured,1 trial(s) with 0 recaptures in run year 2006 at eye riffle (feather river),1,minor,open,,,
efficiency__feather_river__eye_riffle__2024__zero_recaptures__number_recaptured,2026-06-17,efficiency,feather river,eye riffle,2024,zero_recaptures,number_recaptured,1 trial(s) with 0 recaptures in run year 2024 at eye riffle (feather river),1,minor,open,,,
efficiency__feather_river__eye_riffle__2025__zero_recaptures__number_recaptured,2026-06-17,efficiency,feather river,eye riffle,2025,zero_recaptures,number_recaptured,2 trial(s) with 0 recaptures in run year 2025 at eye riffle (feather river),2,minor,open,,,
efficiency__feather_river__eye_riffle__2026__zero_recaptures__number_recaptured,2026-06-17,efficiency,feather river,eye riffle,2026,zero_recaptures,number_recaptured,1 trial(s) with 0 recaptures in run year 2026 at eye riffle (feather river),1,minor,open,,,
efficiency__feather_river__gateway_riffle__2013__zero_recaptures__number_recaptured,2026-06-17,efficiency,feather river,gateway riffle,2013,zero_recaptures,number_recaptured,2 trial(s) with 0 recaptures in run year 2013 at gateway riffle (feather river),2,minor,open,,,
efficiency__feather_river__gateway_riffle__2017__zero_recaptures__number_recaptured,2026-06-17,efficiency,feather river,gateway riffle,2017,zero_recaptures,number_recaptured,2 trial(s) with 0 recaptures in run year 2017 at gateway riffle (feather river),2,minor,open,,,
efficiency__feather_river__herringer_riffle__2006__zero_recaptures__number_recaptured,2026-06-17,efficiency,feather river,herringer riffle,2006,zero_recaptures,number_recaptured,1 trial(s) with 0 recaptures in run year 2006 at herringer riffle (feather river),1,minor,open,,,
efficiency__feather_river__herringer_riffle__2012__zero_recaptures__number_recaptured,2026-06-17,efficiency,feather river,herringer riffle,2012,zero_recaptures,number_recaptured,2 trial(s) with 0 recaptures in run year 2012 at herringer riffle (feather river),2,minor,open,,,
efficiency__feather_river__herringer_riffle__2013__zero_recaptures__number_recaptured,2026-06-17,efficiency,feather river,herringer riffle,2013,zero_recaptures,number_recaptured,1 trial(s) with 0 recaptures in run year 2013 at herringer riffle (feather river),1,minor,open,,,
efficiency__feather_river__herringer_riffle__2015__zero_recaptures__number_recaptured,2026-06-17,efficiency,feather river,herringer riffle,2015,zero_recaptures,number_recaptured,1 trial(s) with 0 recaptures in run year 2015 at herringer riffle (feather river),1,minor,open,,,
efficiency__feather_river__herringer_riffle__2017__zero_recaptures__number_recaptured,2026-06-17,efficiency,feather river,herringer riffle,2017,zero_recaptures,number_recaptured,1 trial(s) with 0 recaptures in run year 2017 at herringer riffle (feather river),1,minor,open,,,
efficiency__feather_river__herringer_riffle__2018__zero_recaptures__number_recaptured,2026-06-17,efficiency,feather river,herringer riffle,2018,zero_recaptures,number_recaptured,2 trial(s) with 0 recaptures in run year 2018 at herringer riffle (feather river),2,minor,open,,,
efficiency__feather_river__herringer_riffle__2020__zero_recaptures__number_recaptured,2026-06-17,efficiency,feather river,herringer riffle,2020,zero_recaptures,number_recaptured,1 trial(s) with 0 recaptures in run year 2020 at herringer riffle (feather river),1,minor,open,,,
efficiency__feather_river__herringer_riffle__2022__zero_recaptures__number_recaptured,2026-06-17,efficiency,feather river,herringer riffle,2022,zero_recaptures,number_recaptured,3 trial(s) with 0 recaptures in run year 2022 at herringer riffle (feather river),3,minor,open,,,
efficiency__feather_river__herringer_riffle__2024__zero_recaptures__number_recaptured,2026-06-17,efficiency,feather river,herringer riffle,2024,zero_recaptures,number_recaptured,1 trial(s) with 0 recaptures in run year 2024 at herringer riffle (feather river),1,minor,open,,,
efficiency__feather_river__herringer_riffle__2026__zero_recaptures__number_recaptured,2026-06-17,efficiency,feather river,herringer riffle,2026,zero_recaptures,number_recaptured,3 trial(s) with 0 recaptures in run year 2026 at herringer riffle (feather river),3,minor,open,,,
efficiency__feather_river__live_oak__2001__zero_recaptures__number_recaptured,2026-06-17,efficiency,feather river,live oak,2001,zero_recaptures,number_recaptured,2 trial(s) with 0 recaptures in run year 2001 at live oak (feather river),2,minor,open,,,
efficiency__feather_river__steep_riffle__2011__zero_recaptures__number_recaptured,2026-06-17,efficiency,feather river,steep riffle,2011,zero_recaptures,number_recaptured,2 trial(s) with 0 recaptures in run year 2011 at steep riffle (feather river),2,minor,open,,,
efficiency__feather_river__sunset_pumps__2011__zero_recaptures__number_recaptured,2026-06-17,efficiency,feather river,sunset pumps,2011,zero_recaptures,number_recaptured,4 trial(s) with 0 recaptures in run year 2011 at sunset pumps (feather river),4,minor,open,,,
efficiency__mill_creek__mill_creek__2023__zero_recaptures__number_recaptured,2026-06-17,efficiency,mill creek,mill creek,2023,zero_recaptures,number_recaptured,2 trial(s) with 0 recaptures in run year 2023 at mill creek (mill creek),2,minor,open,,,
efficiency__sacramento_river__knights_landing__1998__zero_recaptures__number_recaptured,2026-06-17,efficiency,sacramento river,knights landing,1998,zero_recaptures,number_recaptured,4 trial(s) with 0 recaptures in run year 1998 at knights landing (sacramento river),4,minor,open,,,
efficiency__sacramento_river__knights_landing__1999__zero_recaptures__number_recaptured,2026-06-17,efficiency,sacramento river,knights landing,1999,zero_recaptures,number_recaptured,2 trial(s) with 0 recaptures in run year 1999 at knights landing (sacramento river),2,minor,open,,,
efficiency__sacramento_river__knights_landing__2000__zero_recaptures__number_recaptured,2026-06-17,efficiency,sacramento river,knights landing,2000,zero_recaptures,number_recaptured,5 trial(s) with 0 recaptures in run year 2000 at knights landing (sacramento river),5,minor,open,,,
efficiency__sacramento_river__knights_landing__2001__zero_recaptures__number_recaptured,2026-06-17,efficiency,sacramento river,knights landing,2001,zero_recaptures,number_recaptured,3 trial(s) with 0 recaptures in run year 2001 at knights landing (sacramento river),3,minor,open,,,
efficiency__sacramento_river__knights_landing__2007__zero_recaptures__number_recaptured,2026-06-17,efficiency,sacramento river,knights landing,2007,zero_recaptures,number_recaptured,2 trial(s) with 0 recaptures in run year 2007 at knights landing (sacramento river),2,minor,open,,,
efficiency__sacramento_river__knights_landing__2008__zero_recaptures__number_recaptured,2026-06-17,efficiency,sacramento river,knights landing,2008,zero_recaptures,number_recaptured,1 trial(s) with 0 recaptures in run year 2008 at knights landing (sacramento river),1,minor,open,,,
efficiency__sacramento_river__knights_landing__2009__zero_recaptures__number_recaptured,2026-06-17,efficiency,sacramento river,knights landing,2009,zero_recaptures,number_recaptured,2 trial(s) with 0 recaptures in run year 2009 at knights landing (sacramento river),2,minor,open,,,
efficiency__sacramento_river__knights_landing__2011__zero_recaptures__number_recaptured,2026-06-17,efficiency,sacramento river,knights landing,2011,zero_recaptures,number_recaptured,1 trial(s) with 0 recaptures in run year 2011 at knights landing (sacramento river),1,minor,open,,,
efficiency__sacramento_river__knights_landing__2012__zero_recaptures__number_recaptured,2026-06-17,efficiency,sacramento river,knights landing,2012,zero_recaptures,number_recaptured,1 trial(s) with 0 recaptures in run year 2012 at knights landing (sacramento river),1,minor,open,,,
efficiency__sacramento_river__knights_landing__2014__zero_recaptures__number_recaptured,2026-06-17,efficiency,sacramento river,knights landing,2014,zero_recaptures,number_recaptured,1 trial(s) with 0 recaptures in run year 2014 at knights landing (sacramento river),1,minor,open,,,
efficiency__sacramento_river__knights_landing__2015__zero_recaptures__number_recaptured,2026-06-17,efficiency,sacramento river,knights landing,2015,zero_recaptures,number_recaptured,3 trial(s) with 0 recaptures in run year 2015 at knights landing (sacramento river),3,minor,open,,,
efficiency__sacramento_river__knights_landing__2016__zero_recaptures__number_recaptured,2026-06-17,efficiency,sacramento river,knights landing,2016,zero_recaptures,number_recaptured,10 trial(s) with 0 recaptures in run year 2016 at knights landing (sacramento river),10,minor,open,,,
efficiency__sacramento_river__knights_landing__2017__zero_recaptures__number_recaptured,2026-06-17,efficiency,sacramento river,knights landing,2017,zero_recaptures,number_recaptured,2 trial(s) with 0 recaptures in run year 2017 at knights landing (sacramento river),2,minor,open,,,
efficiency__sacramento_river__knights_landing__2018__zero_recaptures__number_recaptured,2026-06-17,efficiency,sacramento river,knights landing,2018,zero_recaptures,number_recaptured,1 trial(s) with 0 recaptures in run year 2018 at knights landing (sacramento river),1,minor,open,,,
efficiency__sacramento_river__knights_landing__2019__zero_recaptures__number_recaptured,2026-06-17,efficiency,sacramento river,knights landing,2019,zero_recaptures,number_recaptured,6 trial(s) with 0 recaptures in run year 2019 at knights landing (sacramento river),6,minor,open,,,
efficiency__sacramento_river__knights_landing__2021__zero_recaptures__number_recaptured,2026-06-17,efficiency,sacramento river,knights landing,2021,zero_recaptures,number_recaptured,3 trial(s) with 0 recaptures in run year 2021 at knights landing (sacramento river),3,minor,open,,,
efficiency__sacramento_river__knights_landing__2022__zero_recaptures__number_recaptured,2026-06-17,efficiency,sacramento river,knights landing,2022,zero_recaptures,number_recaptured,2 trial(s) with 0 recaptures in run year 2022 at knights landing (sacramento river),2,minor,open,,,
efficiency__sacramento_river__knights_landing__2023__zero_recaptures__number_recaptured,2026-06-17,efficiency,sacramento river,knights landing,2023,zero_recaptures,number_recaptured,1 trial(s) with 0 recaptures in run year 2023 at knights landing (sacramento river),1,minor,open,,,
efficiency__sacramento_river__knights_landing__2024__zero_recaptures__number_recaptured,2026-06-17,efficiency,sacramento river,knights landing,2024,zero_recaptures,number_recaptured,1 trial(s) with 0 recaptures in run year 2024 at knights landing (sacramento river),1,minor,open,,,
efficiency__sacramento_river__knights_landing__2025__zero_recaptures__number_recaptured,2026-06-17,efficiency,sacramento river,knights landing,2025,zero_recaptures,number_recaptured,1 trial(s) with 0 recaptures in run year 2025 at knights landing (sacramento river),1,minor,open,,,
efficiency__sacramento_river__tisdale__2012__zero_recaptures__number_recaptured,2026-06-17,efficiency,sacramento river,tisdale,2012,zero_recaptures,number_recaptured,8 trial(s) with 0 recaptures in run year 2012 at tisdale (sacramento river),8,minor,open,,,
efficiency__sacramento_river__tisdale__2016__zero_recaptures__number_recaptured,2026-06-17,efficiency,sacramento river,tisdale,2016,zero_recaptures,number_recaptured,6 trial(s) with 0 recaptures in run year 2016 at tisdale (sacramento river),6,minor,open,,,
efficiency__sacramento_river__tisdale__2017__zero_recaptures__number_recaptured,2026-06-17,efficiency,sacramento river,tisdale,2017,zero_recaptures,number_recaptured,1 trial(s) with 0 recaptures in run year 2017 at tisdale (sacramento river),1,minor,open,,,
efficiency__sacramento_river__tisdale__2019__zero_recaptures__number_recaptured,2026-06-17,efficiency,sacramento river,tisdale,2019,zero_recaptures,number_recaptured,3 trial(s) with 0 recaptures in run year 2019 at tisdale (sacramento river),3,minor,open,,,
efficiency__sacramento_river__tisdale__2021__zero_recaptures__number_recaptured,2026-06-17,efficiency,sacramento river,tisdale,2021,zero_recaptures,number_recaptured,1 trial(s) with 0 recaptures in run year 2021 at tisdale (sacramento river),1,minor,open,,,
efficiency__sacramento_river__tisdale__2022__zero_recaptures__number_recaptured,2026-06-17,efficiency,sacramento river,tisdale,2022,zero_recaptures,number_recaptured,3 trial(s) with 0 recaptures in run year 2022 at tisdale (sacramento river),3,minor,open,,,
efficiency__sacramento_river__tisdale__2023__zero_recaptures__number_recaptured,2026-06-17,efficiency,sacramento river,tisdale,2023,zero_recaptures,number_recaptured,1 trial(s) with 0 recaptures in run year 2023 at tisdale (sacramento river),1,minor,open,,,
efficiency__sacramento_river__tisdale__2024__zero_recaptures__number_recaptured,2026-06-17,efficiency,sacramento river,tisdale,2024,zero_recaptures,number_recaptured,3 trial(s) with 0 recaptures in run year 2024 at tisdale (sacramento river),3,minor,open,,,
efficiency__battle_creek__ubc__2014__low_trial_coverage__n_trials,2026-06-17,efficiency,battle creek,ubc,2014,low_trial_coverage,n_trials,Only 2 efficiency trial(s) in BTSPAS window for run year 2014 at ubc (battle creek). Already excluded from modeling: FALSE,2,moderate,open,,,
efficiency__battle_creek__ubc__2025__low_trial_coverage__n_trials,2026-06-17,efficiency,battle creek,ubc,2025,low_trial_coverage,n_trials,Only 1 efficiency trial(s) in BTSPAS window for run year 2025 at ubc (battle creek). Already excluded from modeling: FALSE,1,moderate,open,,,
efficiency__butte_creek__okie_dam__2024__low_trial_coverage__n_trials,2026-06-17,efficiency,butte creek,okie dam,2024,low_trial_coverage,n_trials,Only 2 efficiency trial(s) in BTSPAS window for run year 2024 at okie dam (butte creek). Already excluded from modeling: FALSE,2,moderate,open,,,
efficiency__clear_creek__lcc__2023__low_trial_coverage__n_trials,2026-06-17,efficiency,clear creek,lcc,2023,low_trial_coverage,n_trials,Only 2 efficiency trial(s) in BTSPAS window for run year 2023 at lcc (clear creek). Already excluded from modeling: FALSE,2,moderate,open,,,
efficiency__clear_creek__ucc__2013__low_trial_coverage__n_trials,2026-06-17,efficiency,clear creek,ucc,2013,low_trial_coverage,n_trials,Only 2 efficiency trial(s) in BTSPAS window for run year 2013 at ucc (clear creek). Already excluded from modeling: FALSE,2,moderate,open,,,
efficiency__clear_creek__ucc__2019__low_trial_coverage__n_trials,2026-06-17,efficiency,clear creek,ucc,2019,low_trial_coverage,n_trials,Only 1 efficiency trial(s) in BTSPAS window for run year 2019 at ucc (clear creek). Already excluded from modeling: FALSE,1,moderate,open,,,
efficiency__clear_creek__ucc__2023__low_trial_coverage__n_trials,2026-06-17,efficiency,clear creek,ucc,2023,low_trial_coverage,n_trials,Only 1 efficiency trial(s) in BTSPAS window for run year 2023 at ucc (clear creek). Already excluded from modeling: FALSE,1,moderate,open,,,
efficiency__clear_creek__ucc__2024__low_trial_coverage__n_trials,2026-06-17,efficiency,clear creek,ucc,2024,low_trial_coverage,n_trials,Only 2 efficiency trial(s) in BTSPAS window for run year 2024 at ucc (clear creek). Already excluded from modeling: FALSE,2,moderate,open,,,
efficiency__clear_creek__ucc__2025__low_trial_coverage__n_trials,2026-06-17,efficiency,clear creek,ucc,2025,low_trial_coverage,n_trials,Only 2 efficiency trial(s) in BTSPAS window for run year 2025 at ucc (clear creek). Already excluded from modeling: FALSE,2,moderate,open,,,
efficiency__deer_creek__deer_creek__2026__low_trial_coverage__n_trials,2026-06-17,efficiency,deer creek,deer creek,2026,low_trial_coverage,n_trials,Only 2 efficiency trial(s) in BTSPAS window for run year 2026 at deer creek (deer creek). Already excluded from modeling: FALSE,2,moderate,open,,,
efficiency__feather_river__herringer_riffle__2017__low_trial_coverage__n_trials,2026-06-17,efficiency,feather river,herringer riffle,2017,low_trial_coverage,n_trials,Only 2 efficiency trial(s) in BTSPAS window for run year 2017 at herringer riffle (feather river). Already excluded from modeling: TRUE,2,moderate,open,,,
efficiency__feather_river__live_oak__1999__low_trial_coverage__n_trials,2026-06-17,efficiency,feather river,live oak,1999,low_trial_coverage,n_trials,Only 2 efficiency trial(s) in BTSPAS window for run year 1999 at live oak (feather river). Already excluded from modeling: FALSE,2,moderate,open,,,
efficiency__feather_river__sunset_pumps__2007__low_trial_coverage__n_trials,2026-06-17,efficiency,feather river,sunset pumps,2007,low_trial_coverage,n_trials,Only 2 efficiency trial(s) in BTSPAS window for run year 2007 at sunset pumps (feather river). Already excluded from modeling: FALSE,2,moderate,open,,,
efficiency__mill_creek__mill_creek__2026__low_trial_coverage__n_trials,2026-06-17,efficiency,mill creek,mill creek,2026,low_trial_coverage,n_trials,Only 1 efficiency trial(s) in BTSPAS window for run year 2026 at mill creek (mill creek). Already excluded from modeling: TRUE,1,moderate,open,,,
efficiency__sacramento_river__knights_landing__1999__low_trial_coverage__n_trials,2026-06-17,efficiency,sacramento river,knights landing,1999,low_trial_coverage,n_trials,Only 2 efficiency trial(s) in BTSPAS window for run year 1999 at knights landing (sacramento river). Already excluded from modeling: FALSE,2,moderate,open,,,
efficiency__sacramento_river__knights_landing__2023__low_trial_coverage__n_trials,2026-06-17,efficiency,sacramento river,knights landing,2023,low_trial_coverage,n_trials,Only 2 efficiency trial(s) in BTSPAS window for run year 2023 at knights landing (sacramento river). Already excluded from modeling: FALSE,2,moderate,open,,,
efficiency__sacramento_river__knights_landing__2024__low_trial_coverage__n_trials,2026-06-17,efficiency,sacramento river,knights landing,2024,low_trial_coverage,n_trials,Only 1 efficiency trial(s) in BTSPAS window for run year 2024 at knights landing (sacramento river). Already excluded from modeling: FALSE,1,moderate,open,,,
efficiency__sacramento_river__knights_landing__2025__low_trial_coverage__n_trials,2026-06-17,efficiency,sacramento river,knights landing,2025,low_trial_coverage,n_trials,Only 1 efficiency trial(s) in BTSPAS window for run year 2025 at knights landing (sacramento river). Already excluded from modeling: FALSE,1,moderate,open,,,
